Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Item_name,No_of_Reviews,Energy_Efficiency,Part_No,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,2 tons,44 dB,,,,,,,,B00RZCR8U6," 41,066.00",Blue Star,"Blue Star 2HW24OB1 Split AC (2 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,,"45,500.00",,2HW24OB1,#701,"#6,48,629",White,2100 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-2HW24OB1-Rating-Copper/dp/B00RZCR8U6/ref=sr_1_730/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-730
,1.5 tons,42 dB,,,,,,,,B00VT3DG76," 33,000.00",Voltas,"Voltas 18V DY- Cool Executive YI Series Split AC (2 tons, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,18V DY- Cool,,,White,1588 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-18V-DY-Cool-Executive/dp/B00VT3DG76/ref=sr_1_586/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-586
,1.5 tons,47 dB,,,,,,,,B00V30MZP4," 39,000.00",Panasonic,"Panasonic CS-YC18RKYT3 Split AC (1.5 Ton, 3 Star Rating, Maroon, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,CS-YC18RKYT3,,,Maroon,1730 Watts,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-YC18RKYT3-Rating-Maroon-Copper/dp/B00V30MZP4/ref=sr_1_605/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-605
,1 tons,39 dB,,,,,,,,B00VUTUD20," 36,000.00",Carrier,"Carrier 12K Superia Plus K+ Inverter Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,"43,800.00",Remote Control,MS11D12-12CRDN2-QC2,#572,"#5,41,234",White,1048 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Superia-Inverter-Split-Copper/dp/B00VUTUD20/ref=sr_1_579/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-579
,1.5 tons,33 dB,,,,,,,,B00RZCPROA," 29,231.00",Onida,"Onida S183CUR Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,,"33,690.00",,S183CUR,,,White,,Split,,230 Volts,http://www.amazon.in/Onida-S183CUR-Split-Rating-Aluminium/dp/B00RZCPROA/ref=sr_1_731/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-731
,0.75 tons,41 dB,,,,,,,,B00RZCRS9C," 27,900.00",Blue Star,"Blue Star 3HW09VC Split AC(0.75 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"28,800.00",Remote Control,3HW09VC,,,White,800 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW09VC-Rating-Copper/dp/B00RZCRS9C/ref=sr_1_729/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-729
,1.5 tons,42 dB,,,,,,,,B00RZCPF1K," 30,271.00",Onida,"Onida S183CHR Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"34,890.00",,S183CHR,,,White,1605 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S183CHR-Split-Rating-Copper/dp/B00RZCPF1K/ref=sr_1_732/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-732
,1 tons,45 dB,,,,,,,,B00RZDXP0M," 29,990.00",Voltas,"Voltas 122 EY Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,122 EY,,,122 EY,#440,"#4,11,110",White,,Split,,230 Volts,http://www.amazon.in/Voltas-122-EY-Rating-Copper/dp/B00RZDXP0M/ref=sr_1_721/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-721
,2 tons,50 dB,,,,,,,,B00RZCSTP4," 55,200.00",Mitsubishi,"Mitsubishi SRK 25 CKS-6 Split AC (2 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,,"58,990.00",,,,,White,2160 Watts,Split,,230 Volts,http://www.amazon.in/Mitsubishi-SRK-25-CKS-6-Split-Rating/dp/B00RZCSTP4/ref=sr_1_727/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-727
,1.5 tons,35 dB,,,,,,,,B00RZCP7XQ," 34,176.00",Onida,"Onida S185CUR Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,,"39,390.00",,S185CUR,#717,"#6,50,718",White,1500 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S185CUR-Split-Rating-Aluminium/dp/B00RZCP7XQ/ref=sr_1_733/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-733
,2 tons,40 dB,,,,,,,,B00RZDZ28A," 35,090.00",Voltas,"Voltas 24HY Split AC (2 Ton, White, Copper): Amazon.in: Home & Kitchen",,,,,,24HY,,,White,,Split,,230 Volts,http://www.amazon.in/Voltas-24HY-Split-White-Copper/dp/B00RZDZ28A/ref=sr_1_715/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-715
,1.5 tons,,,,,,,,,B00RZDYM36," 45,090.00",Voltas,"Voltas 18H-Elegant R Split AC (1.5 Ton, Red): Amazon.in: Home & Kitchen",,,18H-Elegant R,,,18H-Elegant R,,,Red,,Split,,230 Volts,http://www.amazon.in/Voltas-18H-Elegant-Split-1-5-Ton/dp/B00RZDYM36/ref=sr_1_718/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-718
,2 tons,,,,,,,,,B00S4STSTE," 52,500.00",Trane,"Trane TSR22DW3BSFC3 Split AC (2 Ton, 3 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,3 Star Rating,TAE_TSR22DW3BSFC3_WHE,,Remote Control,TSR22DW3BSFC3,,,White,1920 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSR22DW3BSFC3-Split-Rating-Copper/dp/B00S4STSTE/ref=sr_1_713/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-713
,1 tons,,,,,,,,,B00RZDZ7AI," 22,000.00",Lloyd,"Lloyd LW12A3N Window AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,"23,990.00",,LW12A3N,#414,"#3,95,063",White,,Window,,,http://www.amazon.in/Lloyd-LW12A3N-Window-Rating-White/dp/B00RZDZ7AI/ref=sr_1_714/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-714
,1 tons,,,,,,,,,B00RZDYTUW," 22,495.00",Voltas,"Voltas 123 PYA Window AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"24,890.00",,123 PYA,#478,"#4,57,219",White,,Window,,230 Volts,http://www.amazon.in/Voltas-123-PYA-Window-Rating/dp/B00RZDYTUW/ref=sr_1_716/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-716
,1.5 tons,,,,,,,,,B00S4SUF28," 41,113.00",Trane,"Trane TSR18MW3 Split AC (1.5 Ton, 3 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,3 Star Rating,TAE_TSR18MW3_WHE,,Remote Control,TSR18MW3,,,White,1750 Watts,Split,,230 Volts,http://www.amazon.in/Trane-TSR18MW3-Split-Rating-Copper/dp/B00S4SUF28/ref=sr_1_708/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-708
,1.5 tons,,,,,,,,,B00S4SUAX2,,Trane,"Trane TSR18MW4 Split AC (1.5 Ton, 4 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,4 Star Rating,TAE_TSR18MW4_WHE,,Remote Control,TSR18MW4,,,White,1630 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSR18MW4-Split-Rating-Copper/dp/B00S4SUAX2/ref=sr_1_709/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-709
,1 tons,,,,,,,,,B00S4SU3FC," 32,988.00",Trane,"Trane TSR12DW3 Split AC (1 Ton, 3 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,3 Star Rating,TAE_TSR12DW3_WHE,,Remote Control,TSR12DW3,,,White,1160 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSR12DW3-Split-Rating-Copper/dp/B00S4SU3FC/ref=sr_1_711/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-711
,2 tons,,,,,,,,,B00S4SV3QA,,Trane,"Trane TSI22DS Inverter Split AC (2 Ton, White , Copper): Amazon.in: Home & Kitchen",,Inverter,TAE_TSI22DS_WHE,,,TSI22DS,#704,"#6,48,874",White,7032 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSI22DS-Inverter-Split-Copper/dp/B00S4SV3QA/ref=sr_1_704/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-704
,1 tons,35 dB,,,,,,,,B00TZMS39E," 32,800.00",LG,"LG LSA3AT3D L-Aura Terminator Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,,LSA3AT3D,#433,"#4,03,634",White,1070 Watts,Split,,230 Volts,http://www.amazon.in/LG-LSA3AT3D-L-Aura-Terminator-Rating/dp/B00TZMS39E/ref=sr_1_697/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-697
,1.5 tons,,"Before Buy Check Compressor Voice, Compressor Voice is High in Compare of Other A/c",,,,,,,B00U24XQO6," 32,600.00",Blue Star,"Blue Star 3HW18FB Split AC(1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",1 review,3 Star Rating,,,Remote Control,3HW18FB,#473,"#4,50,533",White,1550 Watts,Split,2.0 out of 5 stars,230 Volts,http://www.amazon.in/Blue-Star-3HW18FB-Rating-Copper/dp/B00U24XQO6/ref=sr_1_669/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-669
,2 tons,50 dB,,,,,,,,B00TUTSR0W," 39,500.00",Lloyd,"Lloyd Curvy LS24A3FX Split AC (2 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,LS24A3FX,"41,990.00",Remote Control,LS24A3FX,,,White,1980 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-Curvy-LS24A3FX-Split-Rating/dp/B00TUTSR0W/ref=sr_1_699/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-699
,1.5 tons,,,,,,,,,B00U24Y0J6," 36,000.00",Blue Star,"Blue Star 3HW18VD Split AC(1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,3HW18VD,,,White,1595 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW18VD-Rating-Copper/dp/B00U24Y0J6/ref=sr_1_668/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-668
,1.5 tons,38 dB,,,,,,,,B00U24ZEFU," 46,000.00",Blue Star,"Blue Star HNHW18BAFI Inverter AC (1.5 Ton, White): Amazon.in: Home & Kitchen",,Inverter,,"83,580.00",Remote Control,HNHW18BAFI,,,White,,Split,,230 Volts,http://www.amazon.in/Blue-Star-HNHW18BAFI-Inverter-White/dp/B00U24ZEFU/ref=sr_1_659/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-659
,1.5 tons,55 dB,,,,,,,,B00U24YRGM," 29,500.00",Blue Star,"Blue Star 3WAE181YD Window AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,"31,500.00",Remote Control,3WAE181YD,,,White,1750 Watts,Window,,230 Volts,http://www.amazon.in/Blue-Star-3WAE181YD-Window-Rating/dp/B00U24YRGM/ref=sr_1_663/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-663
,1 tons,38 dB,,,,,,,,B00V30J4QM," 43,000.00",Panasonic,"Panasonic CS-TS12RKY Inverter Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,Remote Control,CS-TS12RKY,,,White,1000 Watts,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-TS12RKY-Inverter-Split-Copper/dp/B00V30J4QM/ref=sr_1_611/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-611
,1 tons,,,,,,,,,B00S4SVN7O," 57,754.00",Trane,"Trane TSI12MS Inverter Split AC (1 Ton, White , Copper): Amazon.in: Home & Kitchen",,Inverter,TAE_TSI12MS_WHE,,Remote Control,TSI12MS,,,White,3458 Watts,Split,,230 Volts,http://www.amazon.in/Trane-TSI12MS-Inverter-Split-Copper/dp/B00S4SVN7O/ref=sr_1_700/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-700
,1 tons,52 dB,,,,,,,,B00U24YHU8," 25,490.00",Blue Star,"Blue Star 5W12GA Window AC (1.0 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,5 Star Rating,,"28,000.00",Remote Control,5W12GA,,,White,1135 Watts,Window,,230 Volts,http://www.amazon.in/Blue-Star-5W12GA-Window-Rating/dp/B00U24YHU8/ref=sr_1_666/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-666
,1.5 tons,,,,,,,,,B00S4SV7LG," 54,328.00",Trane,"Trane TSI18DS Inverter Split AC (1.5 Ton, White , Copper): Amazon.in: Home & Kitchen",,Inverter,TAE_TSI18DS_WHE,,,TSI18DS,,,White,5274 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSI18DS-Inverter-Split-Copper/dp/B00S4SV7LG/ref=sr_1_703/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-703
,0.8 tons,,,,,,,,,B00U24Z4Q4," 39,400.00",Blue Star,"Blue Star HNHW09CAF Inverter AC (0.8 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,"39,500.00",Remote Control,HNHW09CAF,,,White,,Split,,230 Volts,http://www.amazon.in/Blue-Star-HNHW09CAF-Inverter-Copper/dp/B00U24Z4Q4/ref=sr_1_662/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-662
,1.5 tons,,,,,,,,,B00U24ZB9O," 52,000.00",Blue Star,"Blue Star HNHW18CBF Inverter AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,"53,200.00",Remote Control,HNHW18CBF,,,White,,Split,,230 Volts,http://www.amazon.in/Blue-Star-HNHW18CBF-Inverter-Copper/dp/B00U24ZB9O/ref=sr_1_660/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-660
,1.5 tons,57 dB,,,,,,,,B00U24YKP0," 27,036.00",Blue Star,"Blue Star 2W18GA Window AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,,"28,500.00",Remote Control,2W18GA,,,White,2080 Watts,Window,,230 Volts,http://www.amazon.in/Blue-Star-2W18GA-Window-Rating/dp/B00U24YKP0/ref=sr_1_665/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-665
,1 tons,48 dB,,,,,,,,B00TZN02F6," 21,124.00",LG,"LG LWA3BP2A L-Bliss Plus Window AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,,"23,790.00",,LWA3BP2A,#611,"#5,88,958",White,1135 Watts,Window,,230 Volts,http://www.amazon.in/LG-LWA3BP2A-L-Bliss-Window-Rating/dp/B00TZN02F6/ref=sr_1_671/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-671
,1.5 tons,52 dB,,,,,,,,B00U24YNL6," 25,780.00",Blue Star,"Blue Star 3W18GA Window AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"30,000.00",Remote Control,3W18GA,#388,"#3,73,633",White,1685 Watts,Window,,230 Volts,http://www.amazon.in/Blue-Star-3W18GA-Window-Rating/dp/B00U24YNL6/ref=sr_1_664/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-664
,1.5 tons,44 dB,,,,,,,,B00U2DWVSE," 29,990.00",Lloyd,"Lloyd LS19A2N Split AC (1.5 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,,,,LS19A2N,#420,"#3,96,455",White,1847 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-LS19A2N-Split-Rating-White/dp/B00U2DWVSE/ref=sr_1_655/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-655
,1.5 tons,,"this is the only available model from blue star with copper coiling, I am using it since 3 months and it works like a charm. but it is a bit costly.the features like filters etc are added advantage and since the coil is of copper , the AC has more life compared to alloy/aluminium condenser.I recommend you to go for this model instead of any other if you are buying a bluestar ac","This the best ac u can get in this price, I bought it from local store at the same price with stabilizer include, it is comes with copper coil and blue fin which is very helpful for your money.No Corrosion. And it will looks very classy in your room.",I made a purchace 2 months ago and priviously i was a user of godreg inverter ac. But the colling rate it provide is super. It can condense a 159 sq feet room in just 3 min at 25 c. Happy with the product. It is super silent. Silent than a normal fan. I was going to purchase z series ac but it has all features of it and less expensive. Remote is another cool feature. It is performed by wifi. U doest want to aim at the ac for control. U can control it frm anywhere in room. Coolest looking remoteVery happy and u should go with it. Their service is also good. Better than godreg,,,,,B00U24Y7CQ," 39,500.00",Blue Star,"Blue Star 5HW18SB Split AC(1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",3 reviews,5 Star Rating,,,Remote Control,5HW18SB,#438,"#4,07,288",White,1440 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Blue-Star-5HW18SB-Split-Rating/dp/B00U24Y7CQ/ref=sr_1_667/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-667
,1 tons,35 dB,,,,,,,,B00U2DWOUE,,Lloyd,"Lloyd LS13A3PN Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,,,LS13A3PN,,,White,1162 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-LS13A3PN-Split-Rating-White/dp/B00U2DWOUE/ref=sr_1_657/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-657
,0.8 tons,34 dB,,,,,,,,B00U2DWGQG,,Lloyd,"Lloyd LS9A3PN Split AC (0.8 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,,,LS9A3PN,,,White,800 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-LS9A3PN-Split-Rating-White/dp/B00U2DWGQG/ref=sr_1_658/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-658
,1 tons,,,,,,,,,B00S4SUQOU," 36,218.00",Trane,"Trane TSR12MW3 Split AC (1 Ton, 3 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,3 Star Rating,TAE_TSR12MW3_WHE,,Remote Control,TSR12MW3,,,White,1138 Watts,Split,,230 Volts,http://www.amazon.in/Trane-TSR12MW3-Split-Rating-Copper/dp/B00S4SUQOU/ref=sr_1_705/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-705
,1.2 tons,26 dB,,,,,,,,B00U2DX1M4," 51,955.50",Hitachi,"Hitachi RAU014CVEA Inverter Split AC (1.2 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,,RAU014CVEA,,,White,1190 Watts,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU014CVEA-Inverter-Split-Copper/dp/B00U2DX1M4/ref=sr_1_654/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-654
,1.5 tons,,,,,,,,,B00S4SU7N0," 51,391.00",Trane,"Trane TSR18MW5 Split AC (1.5 Ton, 5 Star Rating, White , Copper): Amazon.in: Home & Kitchen",,5 Star Rating,TAE_TSR18MW5_WHE,,Remote Control,TSR18MW5,,,White,1550 Watts,Split,,240 Volts,http://www.amazon.in/Trane-TSR18MW5-Split-Rating-Copper/dp/B00S4SU7N0/ref=sr_1_710/253-3952973-1550020?ie=UTF8&qid=1485080232&s=kitchen&sr=1-710
,1.2 tons,26 dB,,,,,,,,B00U2DXCAK," 51,690.00",Hitachi,"Hitachi RAU014IVEA Inverter Split AC (1.2 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,,RAU014IVEA,,,White,1190 Watts,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU014IVEA-Inverter-Split-Copper/dp/B00U2DXCAK/ref=sr_1_651/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-651
,1.5 tons,,,,,,,,,B00REFXDFS," 34,700.00",Blue Star,"Blue Star 3HW18HAF1 Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,,"37,900.00",,3HW18HAF1,,,White,1530 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW18HAF1-Rating-Aluminium/dp/B00REFXDFS/ref=sr_1_802/253-2439363-4557959?ie=UTF8&qid=1485080232&s=kitchen&sr=1-802
,1 tons,41 dB,,,,,,,,B00U2DWSMI," 25,375.00",Lloyd,"Lloyd LS13A3LN Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,,,,LS13A3LN,,,White,1150 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-LS13A3LN-Split-Rating-White/dp/B00U2DWSMI/ref=sr_1_656/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-656
,2 tons,35 dB,,,,,,,,B00U2DX9C6," 67,790.00",Hitachi,"Hitachi RAU024CVEA Inverter Split AC (2 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,,RAU024CVEA,,,White,2400 Watts,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU024CVEA-Inverter-Split-Copper/dp/B00U2DX9C6/ref=sr_1_652/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-652
,1.5 tons,28 dB,,,,,,,,B00U2DX5S4," 59,690.00",Hitachi,"Hitachi RAU019CVEA Inverter Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,,RAU019CVEA,,,White,1800 Watts,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU019CVEA-Inverter-Split-Copper/dp/B00U2DX5S4/ref=sr_1_653/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-653
,1.7 tons,,,,,,,,,B00U2DY3W6," 54,790.00",Hitachi,"Hitachi RAU520HUD Split AC (1.7 Ton, Star Rating, White, Copper): Amazon.in: Home & Kitchen",,,,,,RAU520HUD,,,White,,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU520HUD-Split-Rating-Copper/dp/B00U2DY3W6/ref=sr_1_644/253-6788738-0994037?ie=UTF8&qid=1485080232&s=kitchen&sr=1-644
,1 tons,30 dB,,,,,,,,B00U2DXY62," 43,190.00",Hitachi,"Hitachi RAU012KVEA Inverter Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,,RAU012KVEA,,,White,1140 Watts,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU012KVEA-Inverter-Split-Copper/dp/B00U2DXY62/ref=sr_1_646/253-6788738-0994037?ie=UTF8&qid=1485080232&s=kitchen&sr=1-646
,1.5 tons,34 dB,,,,,,,,B00U2DY1DC," 51,690.00",Hitachi,"Hitachi RAU018KVEA Inverter Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,,RAU018KVEA,,,White,1850 Watts,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU018KVEA-Inverter-Split-Copper/dp/B00U2DY1DC/ref=sr_1_645/253-6788738-0994037?ie=UTF8&qid=1485080232&s=kitchen&sr=1-645
,1.5 tons,34 dB,"I am using this AC. I thought Hitachi is one of the best manufacturers of AC, so I preferred this 50K bucks Hitachi AC to other brands of AC which were quite cheaper. But now I'm regretting. Initially the AC was working fine. But after I took my first service, It started causing troubles. When I registered my complaint, there was no response. After 4-5 phone calls and writing mails, finally the engineer came to my house, he told me that a part is broken from inside and also indicated that the guy who came for service must have done this. So it was not my fault. But now Hitachi is not doing anything for me. I have realized that Hitachi's service is the worst. Never go for a Hitachi product.",,The service center guys are not well trained and are local who does not know anything about fitting and more over ac any complaint you make to hitachi customer care is closed without even getting feedback from customer that problem is resolved or not customer satisfaction and overall hitachi company cannot survive with such type of poor customer satisfaction,,,,,B00U2DYN6C," 45,400.00",Hitachi,"Hitachi RAU518IVD Split AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",2 reviews,5 Star Rating,,,,RAU518IVD,#482,"#4,60,066",White,1485 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Hitachi-RAU518IVD-Split-Rating-Copper/dp/B00U2DYN6C/ref=sr_1_639/253-6788738-0994037?ie=UTF8&qid=1485080232&s=kitchen&sr=1-639
,2 tons,,,,,,,,,B00U2DY6KU," 63,890.00",Hitachi,"Hitachi RAU524HUD Split AC (2 Ton, Star Rating, White, Copper): Amazon.in: Home & Kitchen",,,,,,RAU524HUD,,,White,,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU524HUD-Split-Rating-Copper/dp/B00U2DY6KU/ref=sr_1_643/253-6788738-0994037?ie=UTF8&qid=1485080232&s=kitchen&sr=1-643
,,,,,,,,,,,,,"Hitachi RAU524IUD Split AC (2 Ton, Star Rating, White, Copper): Amazon.in: Home & Kitchen",,,,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU524IUD-Split-Rating-Copper/dp/B00U2DYCPY/ref=sr_1_641/253-6788738-0994037?ie=UTF8&qid=1485080232&s=kitchen&sr=1-641
,2 tons,35 dB,,,,,,,,B00U2DXK3E," 64,790.00",Hitachi,"Hitachi RAU024IVEA Inverter Split AC (2 Ton, White, Copper): Amazon.in: Home & Kitchen",,Inverter,,,,RAU024IVEA,,,White,2400 Watts,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU024IVEA-Inverter-Split-Copper/dp/B00U2DXK3E/ref=sr_1_650/253-4784406-9164839?ie=UTF8&qid=1485080232&s=kitchen&sr=1-650
,1.5 tons,34 dB,,,,,,,,B00U2DYYD4," 39,560.00",Hitachi,"Hitachi RAU318HVD Split AC ( 1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,RAU318HVD,#558,"#5,28,055",White,1630 Watts,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU318HVD-Split-Rating-Copper/dp/B00U2DYYD4/ref=sr_1_636/253-6788738-0994037?ie=UTF8&qid=1485080232&s=kitchen&sr=1-636
,1.7 tons,,,,,,,,,B00U2DY9M0," 50,090.00",Hitachi,"Hitachi RAU520IUD Split AC (1.7 Ton, Star Rating, White, Copper): Amazon.in: Home & Kitchen",,,,,,RAU520IUD,,,White,,Split,,230 Volts,http://www.amazon.in/Hitachi-RAU520IUD-Split-Rating-Copper/dp/B00U2DY9M0/ref=sr_1_642/253-6788738-0994037?ie=UTF8&qid=1485080232&s=kitchen&sr=1-642
